"notation","title","description","id","title_en","description_en"
"1","Log-Event-Typen","","c1","Log event types",
"1.1","Geo-Tags","","c4","Geo tags",
"1.2","Time-Stamps","","c5","Time Stamps",
"2","Indikatoren","","c2","indicators",
"2.1","Item-Bearbeitungszeit","","c3","Item processing time",
"2.2","Test-Bearbeitungszeit","","c6","Test processing time",
